Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident,lat,long,State
Clear,Highway,Night,3,33,19,0,Moderate,Dry,Bike,18,0,Daylight,1,14.013347854924222,79.76520460206129,Andhra Pradesh
Rainy,City Road,Evening,1,87,15,0,Moderate,Dry,Car,40,15,Daylight,1,16.23776556432523,79.016262435217,Andhra Pradesh
Rainy,Highway,Night,3,47,13,0,Moderate,Icy,Truck,24,4,Artificial Light,1,17.2136264074836,81.40014865072527,Telangana
Clear,Highway,Evening,1,88,8,1,High,Icy,Truck,25,2,Artificial Light,1,17.625423086684407,80.84905840320359,Andhra Pradesh
Clear,Highway,Evening,3,83,12,0,Moderate,Wet,Truck,44,20,Daylight,1,19.580018083544275,77.8616211515247,Telangana
Rainy,Highway,Morning,1,102,18,0,Moderate,Icy,Bike,61,41,Daylight,1,16.72207690349467,79.82323054320261,Telangana
Clear,Highway,Morning,3,117,15,1,High,Wet,Bike,22,2,Daylight,1,15.548378264840748,78.03390799944036,Andhra Pradesh
Rainy,City Road,Evening,3,44,12,0,Moderate,Wet,Car,58,34,Artificial Light,1,15.80386647436271,80.75860772744497,Telangana
Foggy,Rural Road,Night,3,72,4,0,Moderate,Icy,Bus,62,44,Daylight,1,16.024782800765227,78.55847522176022,Andhra Pradesh
Foggy,Highway,Evening,2,122,2,0,Low,Dry,Bus,58,36,Daylight,0,19.505445771736337,79.12628406365624,Telangana
Foggy,Rural Road,Morning,3,56,12,0,Low,Icy,Car,41,17,Daylight,0,17.454259534791365,82.06668355432933,Andhra Pradesh
Foggy,City Road,Morning,2,79,5,0,Low,Wet,Truck,45,27,Artificial Light,0,18.978282154105013,79.67581386416661,Telangana
Rainy,Rural Road,Evening,2,75,1,0,Low,Icy,Car,35,12,Artificial Light,0,17.016316335316958,80.63211560938602,Andhra Pradesh
Rainy,City Road,Morning,2,76,1,0,Low,Icy,Car,57,34,Daylight,0,16.959922830802068,81.01846872705734,Andhra Pradesh
Clear,Rural Road,Afternoon,2,79,4,0,Low,Dry,Car,56,31,Daylight,0,15.703023144553873,79.22995625219264,Andhra Pradesh
Clear,City Road,Evening,2,44,12,1,Moderate,Wet,Bike,64,43,Daylight,1,17.864665274988226,81.40205664445827,Telangana
Foggy,City Road,Evening,3,109,6,0,Moderate,Wet,Bike,25,3,Artificial Light,1,19.639005288932733,80.9946434170247,Telangana
Clear,Highway,Afternoon,2,122,12,0,Low,Icy,Truck,26,2,Artificial Light,0,14.759302383977971,79.76077331972651,Andhra Pradesh
Foggy,Highway,Night,3,91,6,0,High,Icy,Bus,41,19,Artificial Light,0,16.905313843980863,82.04753939825304,Andhra Pradesh
Foggy,Rural Road,Afternoon,3,65,17,0,Low,Icy,Truck,52,29,Daylight,0,18.45698892934358,82.55951744745748,Andhra Pradesh
Foggy,Rural Road,Morning,1,118,10,0,Low,Dry,Car,30,9,Daylight,0,18.08350357582312,80.2822425155287,Telangana
Rainy,Highway,Afternoon,2,57,19,0,Low,Wet,Bus,41,17,Daylight,0,16.564127034189084,82.6430895109414,Andhra Pradesh
Rainy,Rural Road,Morning,1,63,14,0,Low,Icy,Bike,46,22,Artificial Light,0,18.736312895521365,79.15872058493305,Telangana
Foggy,City Road,Night,2,83,18,1,High,Dry,Bike,63,40,Daylight,1,14.567503248346052,78.00893615945222,Andhra Pradesh
Clear,City Road,Night,1,82,16,0,Moderate,Icy,Car,43,25,Daylight,1,17.243989519578324,83.46454212386179,Andhra Pradesh
Foggy,City Road,Evening,2,32,15,0,Low,Wet,Bike,51,33,Daylight,0,14.95706051990876,78.85497309275455,Andhra Pradesh
Clear,Rural Road,Morning,3,73,16,1,Low,Wet,Car,64,40,Daylight,0,14.603016936570057,77.88672449755792,Andhra Pradesh
Foggy,Rural Road,Afternoon,2,93,4,0,Low,Icy,Truck,35,10,Artificial Light,0,15.543893283024046,79.75725616021742,Andhra Pradesh
Rainy,Rural Road,Morning,3,43,10,0,Moderate,Icy,Bus,60,38,Artificial Light,1,17.906063399948263,81.27911272789433,Andhra Pradesh
Rainy,Rural Road,Afternoon,2,86,2,0,Moderate,Wet,Car,47,22,Artificial Light,1,16.870920702223042,79.60593996996724,Telangana
Rainy,Highway,Night,2,31,14,0,Moderate,Wet,Bus,58,38,Daylight,1,16.835243127681167,81.42008245696265,Andhra Pradesh
Rainy,Rural Road,Evening,1,50,8,0,Low,Icy,Bus,57,36,Daylight,1,17.908847242954973,82.22240829980052,Andhra Pradesh
Rainy,Highway,Night,2,113,11,0,Moderate,Icy,Bike,59,35,Artificial Light,0,16.84338798625698,80.85887088339426,Andhra Pradesh
Clear,Highway,Night,3,72,12,0,Moderate,Dry,Bus,69,50,Artificial Light,1,14.235525909031235,79.23484936598099,Andhra Pradesh
Foggy,Rural Road,Afternoon,2,94,8,0,Low,Icy,Car,25,3,Daylight,0,16.998751575991783,83.61733336562168,Andhra Pradesh
Foggy,Rural Road,Night,3,49,18,0,Moderate,Wet,Bike,55,32,Daylight,1,14.18242083231422,79.3885900403159,Andhra Pradesh
Rainy,Rural Road,Morning,3,90,17,0,Moderate,Icy,Bus,29,6,Daylight,1,18.19356605433766,82.60258921057638,Andhra Pradesh
Rainy,Rural Road,Night,3,39,3,0,Moderate,Dry,Car,19,0,Artificial Light,1,16.48375390098927,78.03437175562524,Andhra Pradesh
Clear,City Road,Night,1,45,4,0,Low,Wet,Truck,18,0,Artificial Light,0,15.150803475143496,77.59073949172219,Andhra Pradesh
Foggy,Rural Road,Afternoon,1,103,9,0,Low,Wet,Truck,66,46,Artificial Light,0,16.738457155635718,82.77182109188492,Andhra Pradesh
Rainy,Highway,Morning,1,57,14,0,Low,Dry,Bike,58,38,Artificial Light,0,17.606859122327457,80.61149866884891,Andhra Pradesh
Rainy,Highway,Afternoon,2,102,14,0,Low,Dry,Bike,19,0,Artificial Light,0,18.349245635685058,81.89157154258726,Andhra Pradesh
Rainy,City Road,Morning,1,100,9,0,Moderate,Wet,Car,39,18,Daylight,1,18.36218212613267,80.86514777542878,Telangana
Clear,Highway,Morning,3,61,11,0,Low,Dry,Truck,48,25,Daylight,0,15.298200205988179,79.47328947442537,Andhra Pradesh
Rainy,City Road,Afternoon,1,126,3,0,Moderate,Icy,Bike,47,24,Daylight,1,17.40465018279136,81.37685810948855,Telangana
Foggy,Rural Road,Morning,1,113,15,1,High,Wet,Truck,18,0,Artificial Light,1,17.06043281398114,80.68592218469651,Andhra Pradesh
Rainy,City Road,Night,1,104,18,0,Moderate,Icy,Truck,34,13,Artificial Light,1,19.061885529823357,79.16015961029372,Telangana
Rainy,Rural Road,Night,2,106,12,0,Moderate,Wet,Truck,56,34,Daylight,1,16.739378117036736,78.28941430479793,Telangana
Foggy,Highway,Evening,2,54,18,0,Low,Icy,Car,49,30,Daylight,0,16.084791501152594,78.77312103632153,Andhra Pradesh
Foggy,City Road,Night,1,89,4,0,Moderate,Wet,Truck,30,11,Daylight,1,18.326054281704454,79.42933018158637,Telangana
Rainy,City Road,Evening,2,72,10,0,Low,Wet,Truck,43,21,Artificial Light,0,18.330953762436664,80.93964446232106,Andhra Pradesh
Foggy,Rural Road,Afternoon,3,36,12,0,Low,Dry,Car,58,37,Artificial Light,0,17.18912381597575,82.24352752087901,Andhra Pradesh
Foggy,Highway,Night,1,84,13,0,Moderate,Dry,Bike,28,6,Artificial Light,1,17.676290685635216,79.63878079876008,Telangana
Rainy,Rural Road,Morning,2,108,11,0,Moderate,Dry,Truck,54,29,Artificial Light,1,16.373667806630678,79.61176505711241,Telangana
Foggy,Highway,Evening,2,86,11,0,Low,Icy,Bus,57,32,Daylight,0,16.868662697976383,80.72691976575167,Andhra Pradesh
Rainy,Rural Road,Afternoon,2,52,3,1,High,Wet,Bus,59,34,Artificial Light,1,15.0686048021414,78.94128047161705,Andhra Pradesh
Rainy,Rural Road,Night,1,120,12,0,Moderate,Wet,Truck,40,20,Artificial Light,1,15.698291663283884,78.58215165390627,Andhra Pradesh
Clear,City Road,Morning,2,66,17,0,Low,Icy,Truck,43,22,Artificial Light,0,17.251919819281326,82.7401707892552,Andhra Pradesh
Foggy,Rural Road,Evening,3,79,7,0,Low,Icy,Truck,19,0,Artificial Light,0,17.82865685526168,81.190921565546,Telangana
Clear,Rural Road,Evening,2,52,13,0,Low,Wet,Bike,56,35,Artificial Light,0,14.426400945016296,77.81333739855516,Andhra Pradesh
Clear,City Road,Evening,3,95,7,0,Moderate,Icy,Bike,27,2,Artificial Light,1,14.753064370155698,77.54271265315973,Andhra Pradesh
Rainy,Rural Road,Afternoon,2,115,4,0,Moderate,Icy,Car,52,32,Artificial Light,1,14.56725191810952,79.63734549887735,Andhra Pradesh
Foggy,City Road,Night,2,113,15,0,Moderate,Icy,Bus,66,43,Daylight,1,15.906633724778711,77.96336144032426,Andhra Pradesh
Rainy,Rural Road,Morning,1,33,14,0,Low,Icy,Bike,41,17,Daylight,0,17.542535507648132,81.10234948427451,Andhra Pradesh
Rainy,City Road,Morning,2,126,19,0,Moderate,Icy,Bike,66,46,Artificial Light,1,17.14292495589561,81.05870476638468,Andhra Pradesh
Foggy,Highway,Morning,3,121,4,1,High,Dry,Bike,52,28,Daylight,1,16.64124961692016,80.9061936574388,Telangana
Clear,Rural Road,Afternoon,1,85,17,0,Low,Dry,Car,41,20,Daylight,1,16.4855030036438,77.33374974166644,Telangana
Clear,Rural Road,Evening,3,126,17,0,Moderate,Icy,Truck,30,9,Daylight,1,16.439957798481124,78.26179177363318,Andhra Pradesh
Clear,City Road,Evening,1,108,10,0,Low,Dry,Bus,22,0,Daylight,0,16.286488383104636,79.8808204292274,Telangana
Foggy,City Road,Afternoon,3,73,5,0,Low,Icy,Truck,20,0,Artificial Light,0,19.51605226549215,80.88509036519386,Telangana
Foggy,City Road,Night,1,103,11,1,High,Icy,Bike,34,10,Daylight,1,18.352315060492135,78.68076553405572,Telangana
Clear,Highway,Evening,3,107,5,1,High,Dry,Truck,48,24,Artificial Light,1,16.682489682608512,82.87630898498234,Andhra Pradesh
Foggy,Highway,Afternoon,1,90,15,0,Low,Dry,Truck,23,2,Daylight,0,16.412579057274797,78.09891392511366,Andhra Pradesh
Rainy,Rural Road,Night,1,89,15,0,Moderate,Wet,Bike,49,30,Daylight,1,17.5912169288543,82.97376676538885,Andhra Pradesh
Foggy,City Road,Night,3,114,6,0,Moderate,Wet,Truck,19,0,Artificial Light,1,14.484347332562027,78.10203159878516,Andhra Pradesh
Foggy,City Road,Night,2,72,9,0,Low,Dry,Truck,22,0,Daylight,0,17.161201619940005,83.51179020305605,Andhra Pradesh
Rainy,City Road,Morning,3,80,4,0,Moderate,Icy,Bike,62,37,Daylight,1,18.099157288204005,82.53216916168824,Andhra Pradesh
Clear,Rural Road,Evening,3,68,18,0,Low,Icy,Bike,57,34,Artificial Light,0,14.831682466325809,79.41225823043972,Andhra Pradesh
Clear,Highway,Night,1,67,18,0,Low,Icy,Bus,24,3,Artificial Light,0,16.92574649375919,79.76666439761547,Telangana
Foggy,City Road,Afternoon,1,121,15,0,Low,Icy,Truck,63,40,Artificial Light,0,17.451053043252386,81.61361323328046,Andhra Pradesh
Foggy,City Road,Night,3,53,9,0,Moderate,Wet,Bike,54,34,Daylight,1,18.433970036056074,81.06025936920356,Andhra Pradesh
Clear,Highway,Evening,2,72,6,0,Low,Wet,Bike,47,27,Daylight,0,19.02803593357532,81.82557530957112,Telangana
Clear,City Road,Afternoon,3,78,11,0,Low,Dry,Bike,47,28,Daylight,0,15.881596083334319,80.48542884599784,Telangana
Foggy,City Road,Afternoon,1,98,18,1,High,Icy,Bike,68,44,Artificial Light,1,16.836938402780778,77.39029277434304,Telangana
Foggy,Highway,Morning,1,38,13,0,Low,Dry,Truck,45,22,Artificial Light,0,17.451847273722187,81.59552370780312,Telangana
Foggy,City Road,Morning,1,94,10,0,Low,Wet,Bus,51,27,Daylight,0,17.675771383859562,82.25488767508364,Andhra Pradesh
Rainy,City Road,Night,2,35,11,0,Low,Dry,Bike,45,20,Artificial Light,1,19.380875073921295,77.59480805824694,Telangana
Foggy,City Road,Afternoon,3,82,19,0,Moderate,Dry,Bus,26,8,Artificial Light,1,15.700274246083193,79.03888403878325,Andhra Pradesh
Clear,Highway,Evening,2,69,14,0,Low,Wet,Car,56,33,Daylight,0,16.057718822517202,77.59653727036006,Andhra Pradesh
Foggy,Rural Road,Morning,2,84,8,0,Low,Wet,Bike,21,0,Daylight,0,17.295906112402665,81.5855152738178,Andhra Pradesh
Rainy,Highway,Morning,3,111,18,0,Moderate,Dry,Bike,52,31,Artificial Light,1,17.268388369851955,82.01316864957533,Andhra Pradesh
Clear,Rural Road,Afternoon,2,77,11,0,Low,Wet,Bike,43,18,Daylight,0,14.221582436873952,79.62113100062908,Andhra Pradesh
Foggy,Rural Road,Night,2,81,17,0,Moderate,Icy,Bus,66,42,Artificial Light,1,17.74748449099908,83.40564038316192,Andhra Pradesh
Clear,Rural Road,Morning,2,91,11,0,Low,Dry,Bike,51,30,Daylight,0,17.27789841951195,79.22298296801345,Telangana
Clear,City Road,Morning,3,122,1,0,Moderate,Wet,Truck,49,26,Daylight,1,17.24946204507152,83.73935262576413,Andhra Pradesh
Rainy,City Road,Night,3,84,13,1,High,Dry,Car,39,19,Daylight,1,14.27249997465744,77.74868371069732,Andhra Pradesh
Clear,Rural Road,Night,3,120,17,1,High,Dry,Truck,24,0,Daylight,1,17.554265010897264,77.6636896706442,Telangana
Foggy,City Road,Evening,2,118,2,0,Moderate,Dry,Bus,31,13,Daylight,1,14.359229018154334,78.70145850712365,Andhra Pradesh
Clear,Rural Road,Afternoon,1,126,17,0,Low,Wet,Truck,56,34,Daylight,0,17.133192696825294,82.8701675328543,Andhra Pradesh
Foggy,City Road,Afternoon,3,97,17,0,High,Dry,Bus,31,12,Artificial Light,1,17.784559654934178,81.79786658419525,Telangana
Rainy,City Road,Morning,1,85,2,0,Moderate,Wet,Bus,44,23,Artificial Light,1,14.897676947607877,77.60461904538623,Andhra Pradesh
Rainy,Rural Road,Night,3,87,3,0,High,Icy,Bus,63,39,Daylight,1,16.27808577578668,79.38744300486378,Andhra Pradesh
Rainy,City Road,Night,1,54,15,0,Moderate,Dry,Bus,45,20,Daylight,1,16.324594757771038,81.89020113173775,Telangana
Foggy,City Road,Night,3,63,10,0,Moderate,Dry,Bike,68,45,Artificial Light,1,17.94840982561674,83.67812206717502,Andhra Pradesh
Clear,Highway,Morning,2,101,8,0,Low,Wet,Car,27,3,Daylight,0,18.31651710935413,81.58318552718204,Andhra Pradesh
Rainy,Highway,Night,2,90,15,0,High,Wet,Car,36,12,Daylight,1,19.803294211774627,78.52192209578823,Telangana
Foggy,City Road,Afternoon,3,128,11,0,Moderate,Dry,Car,25,1,Daylight,1,19.709086881507123,77.45165985919557,Telangana
Rainy,Highway,Afternoon,1,46,14,0,Low,Wet,Truck,37,14,Artificial Light,0,15.33027783459251,78.59911727738228,Andhra Pradesh
Foggy,Highway,Morning,3,38,15,0,Low,Dry,Bus,24,0,Daylight,0,17.911191579552984,81.16783322006208,Andhra Pradesh
Clear,Rural Road,Night,1,99,1,0,Moderate,Icy,Car,22,4,Daylight,1,17.0064907260805,83.84467482923475,Andhra Pradesh
Clear,Highway,Night,3,112,13,0,Moderate,Dry,Bike,30,8,Daylight,1,16.899456560222472,81.34808712235606,Andhra Pradesh
Foggy,Rural Road,Evening,2,54,15,1,Moderate,Dry,Bike,35,17,Artificial Light,1,16.965460483740106,82.21972181594074,Andhra Pradesh
Rainy,Highway,Morning,3,70,7,0,Moderate,Dry,Bus,65,40,Artificial Light,1,15.780158553522927,78.83391255523075,Andhra Pradesh
Clear,Rural Road,Afternoon,2,80,7,1,Moderate,Icy,Bike,47,28,Daylight,1,16.164913029728986,80.4617629094296,Telangana
Foggy,City Road,Afternoon,1,103,9,0,Low,Icy,Bike,41,19,Daylight,0,18.072734771923397,81.37519865478554,Andhra Pradesh
Clear,Rural Road,Night,1,92,11,0,Moderate,Dry,Bus,30,5,Artificial Light,1,17.200940404635855,83.505848701362,Andhra Pradesh
Rainy,City Road,Evening,3,59,5,0,Moderate,Wet,Bus,49,28,Artificial Light,1,17.631289764769576,80.99721563305071,Andhra Pradesh
Foggy,Rural Road,Evening,1,81,2,0,Low,Dry,Car,59,40,Artificial Light,0,18.689662928141964,81.45386720063406,Telangana
Rainy,Highway,Evening,2,122,2,1,High,Wet,Bus,53,32,Daylight,1,17.47618452052995,83.74597992768967,Andhra Pradesh
Rainy,City Road,Night,2,56,9,1,High,Icy,Car,41,16,Daylight,1,17.475196876099123,82.52415185946506,Andhra Pradesh
Clear,Rural Road,Morning,2,53,10,1,Moderate,Icy,Bike,63,40,Daylight,1,18.625841919088103,77.70235186290905,Telangana
Foggy,City Road,Evening,2,89,17,0,Low,Dry,Car,43,20,Artificial Light,0,15.088762568633149,77.66640157276422,Andhra Pradesh
Foggy,City Road,Night,3,62,4,0,Moderate,Dry,Truck,22,0,Daylight,1,14.94237492921568,77.73084523871863,Andhra Pradesh
Rainy,Rural Road,Night,1,82,9,0,Moderate,Dry,Bike,58,40,Artificial Light,1,16.200328383584104,79.54183307165216,Andhra Pradesh
Clear,Rural Road,Night,2,113,19,0,Moderate,Wet,Car,67,44,Daylight,1,16.16926364941672,77.5049241144946,Andhra Pradesh
Rainy,Rural Road,Night,3,111,4,0,High,Icy,Bike,43,20,Daylight,1,18.137085159811008,81.78188552099466,Andhra Pradesh
Rainy,Rural Road,Night,3,42,19,0,Moderate,Wet,Truck,36,15,Artificial Light,1,15.51579236843633,78.33955819928929,Andhra Pradesh
Foggy,Highway,Morning,1,88,4,0,Low,Icy,Bus,66,48,Daylight,0,15.258070863465294,78.56900367365625,Andhra Pradesh
Clear,City Road,Evening,3,82,6,1,High,Dry,Truck,30,7,Daylight,1,15.233750910181541,77.91031597943574,Andhra Pradesh
Rainy,Highway,Night,1,36,17,0,Moderate,Dry,Bus,52,27,Artificial Light,1,17.903584633740095,81.02587865694368,Telangana
Clear,City Road,Morning,1,63,8,0,Low,Wet,Truck,38,18,Artificial Light,0,18.985127340282954,80.90633429600982,Telangana
Foggy,Highway,Morning,1,34,18,1,Moderate,Icy,Bus,66,47,Artificial Light,1,18.702897514391438,78.39482379661344,Telangana
Foggy,Highway,Night,1,67,18,0,High,Wet,Bus,61,37,Daylight,0,19.334544751944946,81.39918428726845,Telangana
Clear,Highway,Evening,3,99,3,0,High,Dry,Car,23,0,Artificial Light,1,16.76091127310279,83.91461739006189,Andhra Pradesh
Clear,City Road,Evening,1,77,18,0,Low,Wet,Bike,27,8,Daylight,0,19.360128250966508,81.39820989188675,Telangana
Foggy,City Road,Night,3,119,19,0,Moderate,Icy,Car,39,15,Artificial Light,1,15.35421706008432,78.98672399433134,Andhra Pradesh
Rainy,City Road,Morning,3,86,5,0,Moderate,Icy,Car,43,22,Artificial Light,1,18.03598769374793,77.44066984119455,Telangana
Clear,City Road,Evening,1,92,16,0,Low,Wet,Bus,52,34,Daylight,0,18.85656264994637,79.57506055667864,Telangana
Clear,City Road,Morning,3,95,7,0,Moderate,Wet,Car,37,12,Daylight,1,18.45560720663994,79.56240708338503,Telangana
Clear,City Road,Evening,2,30,5,0,Low,Wet,Car,31,10,Daylight,0,17.81642642152207,78.00740881454551,Telangana
Clear,Highway,Evening,2,63,2,0,Low,Dry,Car,47,22,Artificial Light,0,16.817705383887912,81.1848320346887,Andhra Pradesh
Foggy,Highway,Night,2,64,2,0,Low,Icy,Truck,66,45,Daylight,0,14.382783614430496,78.11932197590198,Andhra Pradesh
Rainy,City Road,Afternoon,1,106,14,0,Moderate,Dry,Bike,62,38,Artificial Light,1,17.720357152473284,81.0389094541034,Andhra Pradesh
Rainy,City Road,Evening,1,103,9,0,Moderate,Wet,Truck,46,25,Daylight,1,15.963007169782063,78.04583071966894,Andhra Pradesh
Foggy,City Road,Afternoon,2,50,19,0,Low,Dry,Bike,69,47,Artificial Light,0,18.375975730918995,83.38985006092817,Andhra Pradesh
Clear,Highway,Night,2,74,17,1,Moderate,Wet,Truck,27,8,Artificial Light,0,14.2055830537765,78.46200738607592,Andhra Pradesh
Rainy,City Road,Night,1,69,6,0,Moderate,Icy,Bike,58,38,Artificial Light,1,18.09313767551499,78.08083305352376,Telangana
Foggy,Highway,Afternoon,2,47,19,0,Low,Dry,Car,35,15,Daylight,0,17.70205175497738,81.6458183804039,Andhra Pradesh
Clear,Highway,Night,1,97,7,0,Moderate,Dry,Bus,69,47,Daylight,1,19.001873757697,81.1501130337024,Telangana
Clear,City Road,Evening,3,44,19,1,High,Dry,Bike,38,19,Daylight,1,17.12679882467969,81.14168862611456,Telangana
Foggy,Highway,Morning,3,124,17,1,High,Icy,Truck,49,30,Daylight,1,16.224663921022362,81.13732676352649,Telangana
Foggy,Highway,Night,3,109,7,0,Moderate,Icy,Car,67,47,Daylight,1,16.42627676983723,77.58975761679571,Telangana
Clear,Rural Road,Afternoon,1,31,15,0,Low,Icy,Truck,36,18,Artificial Light,0,15.179843414388236,79.58814838094952,Andhra Pradesh
Rainy,Rural Road,Night,2,68,1,0,Moderate,Icy,Bus,55,31,Daylight,1,17.289075703972483,78.54961563815687,Telangana
Rainy,City Road,Evening,2,68,17,0,Low,Dry,Bus,52,29,Artificial Light,0,17.853013115191214,79.34294707311271,Telangana
Clear,City Road,Night,2,53,6,0,Low,Wet,Bike,31,12,Daylight,0,17.88748259739666,83.15846641869868,Andhra Pradesh
Clear,City Road,Night,1,57,13,1,High,Dry,Truck,34,12,Daylight,1,16.432141511775857,78.11330924190476,Andhra Pradesh
Clear,Rural Road,Evening,2,129,7,0,Low,Dry,Car,54,36,Daylight,0,18.735983278208842,79.05301370683,Telangana
Rainy,Rural Road,Morning,2,100,7,0,Moderate,Dry,Car,64,40,Artificial Light,1,15.18995422587305,79.78567813636624,Andhra Pradesh
Foggy,Highway,Night,3,58,11,0,High,Dry,Truck,27,7,Artificial Light,0,16.381228251085812,79.42042996380673,Andhra Pradesh
Rainy,Rural Road,Night,2,42,2,0,Moderate,Wet,Car,49,28,Daylight,1,19.50189414576982,81.02777022690898,Telangana
Clear,Highway,Night,2,99,18,0,Moderate,Icy,Bus,63,44,Artificial Light,1,17.00357690669377,81.79612061407683,Andhra Pradesh
Rainy,City Road,Morning,2,55,17,0,Low,Wet,Bus,21,2,Daylight,0,17.547986334929334,82.26770230094642,Andhra Pradesh
Rainy,Highway,Night,2,80,18,0,Moderate,Icy,Car,34,14,Daylight,1,17.953526905805003,81.77794675736871,Telangana
Rainy,City Road,Morning,1,36,14,1,High,Icy,Truck,34,16,Artificial Light,1,14.40428194582527,78.34842979957854,Andhra Pradesh
Clear,Highway,Morning,3,53,2,0,Low,Dry,Bus,52,27,Artificial Light,0,17.221065835703296,83.2947358726137,Andhra Pradesh
Foggy,Highway,Afternoon,3,68,6,1,High,Dry,Truck,20,0,Artificial Light,1,17.64419963394325,83.48554745645774,Andhra Pradesh
Clear,Rural Road,Afternoon,3,104,11,0,Moderate,Icy,Car,40,17,Daylight,1,14.330528807050749,79.14200354339236,Andhra Pradesh
Clear,City Road,Night,1,86,11,0,Moderate,Wet,Bike,61,42,Daylight,1,17.585288128498345,78.58484984439376,Telangana
Foggy,City Road,Morning,3,46,19,0,Low,Dry,Truck,42,18,Daylight,0,17.4744991206909,81.74402838253586,Andhra Pradesh
Rainy,City Road,Afternoon,2,85,7,1,High,Wet,Bike,39,21,Daylight,1,17.889343459193917,83.19319885560455,Andhra Pradesh
Foggy,Rural Road,Afternoon,1,43,9,0,Low,Wet,Bike,28,10,Daylight,0,16.598894873358695,83.47063445197833,Andhra Pradesh
Rainy,Rural Road,Afternoon,1,46,6,0,Low,Icy,Bus,45,27,Artificial Light,0,18.374224987842943,82.69666955893948,Andhra Pradesh
Foggy,Rural Road,Morning,2,92,12,0,Low,Wet,Bike,34,10,Daylight,0,17.119571204325414,78.35844617501067,Telangana
Rainy,Highway,Afternoon,2,111,16,0,Moderate,Dry,Bus,21,0,Artificial Light,1,15.83692322348435,78.30671565995112,Telangana
Clear,City Road,Afternoon,2,80,10,0,Low,Wet,Bike,56,31,Daylight,1,17.72433244144629,81.0829095600783,Andhra Pradesh
Rainy,Rural Road,Evening,1,117,13,0,Moderate,Dry,Truck,64,42,Artificial Light,1,17.68023284468894,81.5431459442142,Andhra Pradesh
Rainy,Rural Road,Night,1,103,2,0,Moderate,Icy,Truck,69,48,Artificial Light,1,16.574507761228393,80.59221566267871,Andhra Pradesh
Rainy,Highway,Afternoon,2,49,14,0,Low,Wet,Truck,35,14,Daylight,0,14.795024262035746,79.33149042772563,Andhra Pradesh
Foggy,Rural Road,Evening,3,112,18,0,Low,Icy,Car,30,11,Artificial Light,1,17.570104577755682,79.32909107390084,Telangana
